Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion 1,Chrome 111.0.0.0,,,2023-03-31 15:40:59,2023-03-31 15:43:52,"2m - 52,049s",PASSED
,,,,,,,
Test Cases/Bucles/Reto_Bucle_1 - Solucion 2,Chrome 111.0.0.0,,,2023-03-31 15:41:00,2023-03-31 15:42:49,"1m - 49,182s",PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-03-31 15:41:01,2023-03-31 15:41:08,"6,694s",PASSED
"navigateToUrl(""https://demoqa.com/text-box"")",Chrome 111.0.0.0,,,2023-03-31 15:41:08,2023-03-31 15:42:23,"1m - 14,735s",PASSED
maximizeWindow(),Chrome 111.0.0.0,,,2023-03-31 15:42:23,2023-03-31 15:42:23,"0,175s",PASSED
waitForPageLoad(30),Chrome 111.0.0.0,,,2023-03-31 15:42:23,2023-03-31 15:42:24,"1,128s",PASSED
"for ([i = 1, i <= 3, (i++)])",Chrome 111.0.0.0,,,2023-03-31 15:42:24,2023-03-31 15:42:47,"22,527s",PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-03-31 15:42:47,2023-03-31 15:42:47,"0,698s",PASSED
Video,Chrome 111.0.0.0,,,2023-03-31 15:42:49,2023-03-31 15:42:49,"0,002s",PASSED
,,,,,,,
Test Cases/Bucles/Test_While,Chrome 111.0.0.0,,,2023-03-31 15:42:49,2023-03-31 15:43:28,"39,029s",PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-03-31 15:42:50,2023-03-31 15:42:51,"1,294s",PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 111.0.0.0,,,2023-03-31 15:42:51,2023-03-31 15:42:52,"0,935s",PASSED
maximizeWindow(),Chrome 111.0.0.0,,,2023-03-31 15:42:52,2023-03-31 15:42:52,"0,143s",PASSED
waitForPageLoad(30),Chrome 111.0.0.0,,,2023-03-31 15:42:52,2023-03-31 15:42:52,"0,034s",PASSED
res = 0,Chrome 111.0.0.0,,,2023-03-31 15:42:52,2023-03-31 15:42:52,"0,001s",PASSED
while (res != 8),Chrome 111.0.0.0,,,2023-03-31 15:42:52,2023-03-31 15:43:26,"33,551s",PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-03-31 15:43:26,2023-03-31 15:43:26,"0,712s",PASSED
Video,Chrome 111.0.0.0,,,2023-03-31 15:43:28,2023-03-31 15:43:28,"0,000s",PASSED
,,,,,,,
Test Cases/Condicionales/Test_1,Chrome 111.0.0.0,,,2023-03-31 15:43:28,2023-03-31 15:43:31,"2,406s",PASSED
if (num == 5),Chrome 111.0.0.0,,,2023-03-31 15:43:29,2023-03-31 15:43:29,"0,002s",PASSED
if (num == 10),Chrome 111.0.0.0,,,2023-03-31 15:43:29,2023-03-31 15:43:29,"0,006s",PASSED
Video,Chrome 111.0.0.0,,,2023-03-31 15:43:31,2023-03-31 15:43:31,"0,000s",PASSED
,,,,,,,
Test Cases/Condicionales/Test_2,Chrome 111.0.0.0,,,2023-03-31 15:43:31,2023-03-31 15:43:33,"2,254s",PASSED
"if (nombre == ""Juan"")",Chrome 111.0.0.0,,,2023-03-31 15:43:31,2023-03-31 15:43:31,"0,004s",PASSED
"if (nombre == ""JUan"")",Chrome 111.0.0.0,,,2023-03-31 15:43:31,2023-03-31 15:43:31,"0,002s",PASSED
"if (nombre == ""jUan"")",Chrome 111.0.0.0,,,2023-03-31 15:43:31,2023-03-31 15:43:31,"0,000s",PASSED
Video,Chrome 111.0.0.0,,,2023-03-31 15:43:33,2023-03-31 15:43:33,"0,001s",PASSED
,,,,,,,
Test Cases/Condicionales/Test_3,Chrome 111.0.0.0,,,2023-03-31 15:43:33,2023-03-31 15:43:35,"2,282s",PASSED
if (num <= 5),Chrome 111.0.0.0,,,2023-03-31 15:43:33,2023-03-31 15:43:33,"0,004s",PASSED
if (num >= 6),Chrome 111.0.0.0,,,2023-03-31 15:43:33,2023-03-31 15:43:33,"0,001s",PASSED
if (num != 8),Chrome 111.0.0.0,,,2023-03-31 15:43:33,2023-03-31 15:43:33,"0,002s",PASSED
"if (nombre.equals(""Pedro""))",Chrome 111.0.0.0,,,2023-03-31 15:43:33,2023-03-31 15:43:33,"0,001s",PASSED
Video,Chrome 111.0.0.0,,,2023-03-31 15:43:35,2023-03-31 15:43:35,"0,001s",PASSED
,,,,,,,
Test Cases/Condicionales/Test_edad,Chrome 111.0.0.0,,,2023-03-31 15:43:35,2023-03-31 15:43:38,"2,225s",PASSED
if (edad <= 17 || edad >= 1),Chrome 111.0.0.0,,,2023-03-31 15:43:36,2023-03-31 15:43:36,"0,002s",PASSED
Video,Chrome 111.0.0.0,,,2023-03-31 15:43:38,2023-03-31 15:43:38,"0,001s",PASSED
,,,,,,,
Test Cases/Google/Test_1,Chrome 111.0.0.0,,,2023-03-31 15:43:38,2023-03-31 15:43:52,"13,871s",PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-03-31 15:43:38,2023-03-31 15:43:39,"1,274s",PASSED
"navigateToUrl(""https://www.google.com/"")",Chrome 111.0.0.0,,,2023-03-31 15:43:39,2023-03-31 15:43:40,"0,845s",PASSED
waitForPageLoad(30),Chrome 111.0.0.0,,,2023-03-31 15:43:40,2023-03-31 15:43:40,"0,024s",PASSED
maximizeWindow(),Chrome 111.0.0.0,,,2023-03-31 15:43:40,2023-03-31 15:43:40,"0,138s",PASSED
"setText(findTestObject(""Google/Buscador_google""), ""ferr"")",Chrome 111.0.0.0,,,2023-03-31 15:43:40,2023-03-31 15:43:41,"0,703s",PASSED
"waitForElementVisible(findTestObject(""Google/Ferrari""), 5)",Chrome 111.0.0.0,,,2023-03-31 15:43:41,2023-03-31 15:43:42,"0,633s",PASSED
"click(findTestObject(""Google/Ferrari""))",Chrome 111.0.0.0,,,2023-03-31 15:43:42,2023-03-31 15:43:47,"5,318s",PASSED
delay(2),Chrome 111.0.0.0,,,2023-03-31 15:43:47,2023-03-31 15:43:49,"2,016s",PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-03-31 15:43:49,2023-03-31 15:43:50,"0,633s",PASSED
Video,Chrome 111.0.0.0,,,2023-03-31 15:43:52,2023-03-31 15:43:52,"0,000s",PASSED
